USER_ID,EVENT_ID,RATING
18,10,5
18,30,5
18,4,1
18,19,2
18,65,3
18,41,4
18,33,2
18,31,1
19,0,2
19,75,3
19,11,3
19,54,1
19,8,1
19,29,2
19,25,3
19,44,1
19,59,1
19,81,4
19,91,5
19,65,1
19,24,1
19,7,2
19,83,2
19,2,4
19,70,3
19,52,3
19,87,1
19,53,4
19,50,5
19,76,1
19,23,4
19,5,2
19,92,1
19,77,3
19,34,2
20,15,4
20,40,5
20,74,4
20,16,3
20,26,2
20,80,4
20,43,1
20,25,5
20,58,3
20,29,1
20,39,1
20,32,4
20,13,4
20,11,5
20,68,1
20,21,2
20,46,4
20,23,1
20,90,1
20,45,2
20,76,2
20,36,4
20,35,1
21,66,3
21,3,5
21,36,4
21,24,5
21,13,5
21,12,1
21,15,5
21,16,4
21,43,1
21,74,5
21,78,4
21,33,2
21,63,5
21,50,2
21,40,1
22,39,4
22,31,3
22,7,3
23,72,1
23,24,3
23,71,3
23,82,1
23,59,1
23,22,1
23,89,2
23,23,4
23,64,2
23,61,5
23,28,4
23,68,4
23,2,1
23,45,4
23,86,2
23,16,1
23,0,5
23,50,4
23,5,1
23,79,2
23,76,3
23,51,4
23,63,2
23,1,3
23,33,1
23,57,4
23,91,1
23,25,2
23,47,4
23,32,2
23,73,1
23,62,5
23,17,5
23,77,5
23,41,5
23,8,2
23,90,5
23,44,2
23,37,3
23,56,4
23,4,1
23,92,3
23,10,5
23,39,4
23,40,1
23,26,5
23,30,3
23,84,2
24,32,3
24,58,1
24,1,5
24,79,1
24,30,5
24,65,5
24,31,5
24,17,2
24,19,3
24,7,4
24,89,1
24,82,5
24,78,5
24,62,4
24,59,1
24,6,3
24,40,3
24,41,4
24,53,1
24,71,3
24,35,1
24,69,2
24,24,5
24,33,5
24,44,4
24,12,1
25,26,1
25,92,1
25,69,5
25,2,1
25,75,1
25,71,1
25,76,2
25,84,5
25,54,4
25,53,1
25,52,5
25,29,1
25,90,5
25,64,1
25,4,2
25,43,5
25,88,2
25,65,4
25,30,5
25,37,3
25,11,1
26,87,5
26,84,1
26,42,1
26,26,4
26,8,3
26,29,5
26,57,5
26,75,3
26,10,3
26,20,3
26,30,4
26,88,4
26,74,5
26,11,3
26,3,1
26,41,1
26,85,1
26,24,2
26,92,4
26,65,5
26,76,2
26,58,3
26,63,3
27,90,1
27,92,1
27,28,4
27,91,1
27,30,3
27,85,3
27,18,3
27,3,2
27,29,4
27,60,1
27,35,3
27,71,1
27,38,3
27,88,5
27,70,2
27,56,1
27,20,5
27,26,3
27,46,3
27,33,2
27,40,4
27,22,1
27,39,4
27,23,3
27,1,4
27,57,3
27,47,5
27,25,1
27,12,2
27,67,3
27,87,4
27,53,1
27,61,3
27,8,2
27,50,3
27,73,4
28,60,3
28,16,1
28,23,2
28,90,3
28,75,2
28,12,1
29,50,2
30,42,5
30,69,4
30,44,5
30,85,3
30,23,5
30,82,3
30,74,3
30,27,2
30,77,2
30,57,3
30,87,3
30,18,5
30,6,3
30,90,1
30,49,3
30,15,4
30,92,3
30,65,2
30,47,4
30,72,1
30,48,3
30,37,5
30,86,4
30,14,4
30,33,4
30,16,2
30,64,3
30,10,4
30,50,5
30,5,1
30,25,2
30,76,3
30,4,5
30,67,3
30,29,5
30,61,3
30,88,5
30,73,5
30,75,2
30,1,1
30,71,2
30,9,3
30,70,3
30,53,5
30,79,2
30,20,1
30,59,2
30,24,3
30,84,2
30,66,4
30,91,5
30,78,4
30,56,1
30,19,1
30,63,5
30,62,3
30,30,4
31,25,1
31,41,1
32,50,5
32,4,3
32,59,3
32,90,2
32,33,1
32,22,3
32,86,1
32,88,3
33,68,1
33,2,1
33,56,1
33,60,1
33,40,5
33,81,4
33,36,2
33,33,4
33,89,2
33,11,4
33,12,1
33,44,2
33,51,2
33,9,3
33,13,2
33,74,4
33,64,5
33,88,4
33,27,3
34,0,1
34,30,3
34,79,4
34,41,4
34,55,3
34,1,5
34,42,3
34,77,5
34,8,5
34,44,3
34,72,5
34,50,1
34,73,1
34,65,2
34,20,2
34,78,2
34,54,2
34,46,5
34,37,3
34,60,1
34,51,1
34,64,2
34,39,5
34,71,3
34,58,2
34,83,2
34,82,2
34,18,5
34,91,1
34,17,1
34,53,4
34,13,2
34,3,1
34,70,3
34,59,4
34,56,4
34,57,2
34,43,4
34,66,4
34,36,2
34,24,2
34,38,3
34,88,1
34,6,4
34,47,3
34,74,1
34,14,1
34,69,5
34,4,2
34,32,5
34,81,1
34,2,5
34,21,1
34,16,4
34,5,5
34,92,4
34,86,2
35,5,5
35,23,3
35,3,4
35,75,2
35,72,1
35,1,1
35,8,3
35,91,2
35,29,5
35,61,4
35,60,2
35,54,5
35,35,5
35,80,5
35,34,4
35,81,3
35,65,4
35,7,5
35,83,5
35,69,2
35,26,3
36,56,4
36,78,5
36,87,4
36,65,2
36,13,5
36,89,4
36,7,4
36,41,2
36,25,5
36,33,3
36,19,1
36,2,3
36,22,4
36,91,3
36,32,1
36,48,2
36,47,3
36,70,1
37,58,3
37,45,3
37,69,5
37,14,3
37,79,5
37,26,4
37,1,4
37,76,4
37,52,1
37,36,3
37,59,5
37,51,3
37,37,5
37,15,5
37,32,1
37,71,1
37,16,2
37,38,1
37,80,2
37,54,2
37,33,5
37,67,1
37,9,1
37,46,2
37,18,1
37,20,2
37,66,2
37,82,4
37,5,2
37,21,3
37,73,2
37,68,4
37,60,1
37,44,1
37,28,3
37,47,1
37,35,1
38,92,3
38,62,3
38,48,2
38,26,1
38,65,1
38,9,1
38,77,4
38,25,5
38,81,3
38,55,3
38,79,4
38,3,5
38,2,2
39,18,3
39,2,2
39,17,5
39,91,3
39,21,2
39,73,3
39,47,1
39,36,3
40,7,3
40,83,4
40,56,4
40,17,2
40,59,4
40,52,2
40,11,2
40,92,2
40,15,3
40,28,5
40,3,2
40,35,3
40,6,4
40,24,4
40,0,2
40,72,4
40,1,1
40,58,2
40,14,4
40,46,1
40,38,5
40,85,5
40,8,1
40,62,2
40,65,4
40,40,5
40,89,4
41,53,5
41,76,3
41,24,1
41,46,4
41,79,3
41,77,5
41,9,2
41,74,3
41,26,5
41,55,5
41,16,1
41,34,4
41,29,5
41,32,3
41,33,3
41,35,5
41,27,4
41,42,3
41,60,3
41,45,2
41,3,3
41,88,4
41,7,5
41,8,5
41,52,3
41,91,2
41,40,5
41,90,3
41,47,2
41,22,5
41,18,1
41,78,5
41,31,2
41,84,5
41,10,5
41,2,4
41,4,4
41,62,1
41,17,4
41,23,3
41,66,1
41,63,1
41,80,3
41,51,2
41,19,5
41,0,4
41,25,1
41,68,2
41,85,2
41,54,1
41,58,1
41,41,5
41,83,4
42,0,5
42,42,1
42,21,5
42,77,5
42,87,5
42,86,1
42,51,2
42,89,1
42,18,1
42,10,5
42,64,3
42,54,5
42,8,1
42,66,1
42,40,1
42,7,4
42,78,3
42,56,1
42,6,3
42,34,1
42,62,1
42,17,2
42,31,2
43,27,4
43,38,5
43,43,5
43,59,4
43,48,3
43,50,5
43,64,1
43,88,5
43,61,5
43,73,1
44,54,3
44,9,4
44,68,3
44,89,1
44,32,1
44,38,5
44,19,1
44,23,1
44,44,3
44,25,3
44,8,2
44,88,3
44,49,1
44,47,3
44,79,5
44,58,5
44,72,2
44,41,2
44,63,2
44,16,2
44,13,5
44,14,4
44,2,1
44,35,5
44,12,1
44,40,1
44,18,4
44,50,3
44,73,3
44,20,4
44,81,4
44,62,4
44,77,1
44,53,4
44,31,4
44,22,2
44,3,4
44,11,4
44,90,4
44,30,4
44,17,4
44,87,2
44,59,5
44,48,1
45,89,2
45,55,2
45,79,4
45,27,3
45,8,3
46,80,1
46,53,2
46,14,4
46,87,1
46,36,4
46,11,3
46,13,5
46,25,4
46,56,1
46,79,5
46,35,4
46,7,5
46,12,1
46,42,3
46,9,1
46,73,5
46,47,1
46,83,5
46,4,1
46,85,1
46,76,4
46,55,2
46,57,1
46,49,4
46,33,3
46,16,3
46,30,4
46,5,2
46,21,3
46,0,5
46,70,4
46,82,1
46,90,3
47,7,1
47,39,3
47,73,3
47,72,1
47,64,1
47,38,5
47,18,5
47,53,1
47,91,5
47,84,4
47,12,1
47,52,1
47,66,5
47,79,2
47,21,3
47,44,2
47,28,3
47,48,2
47,51,3
47,35,1
47,32,3
47,69,4
47,68,3
47,75,2
47,57,1
47,77,4
47,2,3
47,36,3
47,42,5
47,80,3
47,34,3
47,17,5
47,19,4
47,5,2
47,31,5
47,13,2
47,81,3
47,9,5
47,74,1
47,60,5
48,54,1
48,8,1
48,64,1
48,34,2
48,90,5
48,13,5
48,9,1
48,14,1
48,75,3
48,73,4
48,11,1
48,26,1
48,80,2
48,10,1
48,33,3
48,0,5
48,88,1
48,59,2
48,66,5
49,33,3
49,83,2
49,29,1
49,68,3
49,23,5
49,89,3
49,87,2
49,47,5
49,71,1
49,80,2
49,39,3
49,57,1
49,70,2
49,8,3
49,45,1
49,48,1
49,46,4
49,61,4
49,60,1
49,59,5
49,28,4
49,58,3
49,12,3
49,53,3
49,2,1
49,66,5
50,38,4
50,30,2
50,26,3
50,9,4
50,34,3
50,43,5
50,50,5
50,71,1
50,2,2
50,56,3
50,27,4
50,75,3
50,7,5
50,8,2
50,66,5
50,58,1
50,83,5
50,77,3
50,87,1
50,69,2
50,12,4
50,76,4
50,51,3
50,10,3
51,52,3
51,55,2
51,36,1
51,2,1
51,1,1
51,40,5
51,66,4
51,24,3
51,46,3
51,35,3
51,49,2
51,21,5
51,39,5
51,68,1
51,15,4
51,10,2
51,85,1
52,68,3
52,70,2
52,87,5
52,43,1
52,90,4
52,13,5
52,21,3
52,67,1
52,9,3
52,44,3
52,32,1
52,17,4
52,34,1
52,2,3
52,45,3
52,33,1
52,77,3
52,56,2
52,51,4
52,20,4
52,66,2
52,50,1
52,5,2
52,8,5
52,38,3
52,12,5
52,31,5
52,27,1
52,25,5
52,42,5
52,16,1
52,57,5
52,81,4
52,47,5
52,10,4
52,11,2
52,76,1
52,35,2
52,52,1
52,69,2
52,24,4
52,26,1
52,79,5
53,1,1
53,90,4
53,43,1
53,26,5
53,87,5
53,28,5
53,50,2
53,15,2
53,85,5
53,61,4
53,41,4
53,24,3
53,35,3
53,72,1
53,58,2
53,46,2
53,82,4
53,81,5
53,40,5
54,66,5
54,77,5
54,87,2
54,69,2
54,58,4
54,79,3
54,54,5
54,34,5
54,62,3
54,18,5
54,43,4
54,45,3
54,75,1
54,16,1
54,90,4
54,89,3
54,7,3
54,88,2
54,71,1
54,60,2
54,20,5
54,57,4
54,23,5
54,83,1
54,12,5
54,44,2
54,32,3
55,74,4
55,4,2
55,50,1
55,88,5
55,53,5
55,54,5
55,42,5
55,16,4
55,41,2
55,57,3
55,67,5
55,90,3
55,52,2
55,3,3
55,14,4
55,68,3
55,2,4
55,22,2
55,15,3
55,44,1
55,18,5
55,59,2
55,35,1
55,33,3
55,63,2
55,81,2
55,79,2
55,65,5
55,0,1
55,89,4
55,38,4
55,47,5
55,76,4
55,40,2
55,28,5
55,12,1
55,73,3
55,20,1
55,36,2
55,5,3
55,29,2
55,37,4
55,21,1
55,64,1
55,34,4
55,72,3
55,17,2
55,70,2
55,11,5
55,46,3
55,87,2
55,32,5
55,8,5
55,19,3
55,10,1
55,13,2
55,48,1
55,78,4
55,66,3
55,84,5
55,24,1
55,60,4
55,83,1
55,30,5
55,61,2
56,39,1
56,45,1
56,15,2
56,36,4
56,18,1
56,87,3
56,4,2
56,34,2
56,48,4
56,53,5
56,30,2
56,5,5
56,27,4
56,9,5
56,41,4
56,68,4
56,19,4
56,91,5
56,52,5
56,44,1
56,0,1
56,40,5
56,3,3
56,26,1
56,37,4
56,86,2
56,11,4
56,54,2
56,65,5
56,32,3
56,13,2
56,61,3
56,88,5
56,42,5
56,89,3
57,54,2
57,7,2
57,65,4
57,29,1
57,82,5
57,89,3
57,75,3
57,37,2
57,12,1
57,53,3
57,16,4
57,8,3
57,60,4
57,69,1
57,76,5
57,22,5
57,71,5
57,32,5
57,26,1
57,2,4
57,87,1
57,6,1
57,27,2
57,17,5
57,25,2
57,86,1
57,31,4
57,79,4
57,63,1
57,77,5
57,20,3
57,42,5
57,59,4
57,28,4
57,70,1
57,78,2
57,19,1
57,52,5
57,66,3
57,56,1
57,35,4
57,9,3
57,64,3
57,92,1
57,51,5
57,30,4
57,88,5
57,90,1
57,39,4
57,5,5
57,72,2
57,38,2
57,74,1
57,10,5
57,41,5
57,46,2
57,47,2
57,83,5
57,0,3
57,23,5
57,73,2
57,15,5
57,3,1
58,27,2
58,38,4
58,9,5
58,10,3
58,29,5
58,80,2
58,79,4
58,13,4
58,84,1
58,65,3
58,16,2
58,50,3
58,76,4
58,28,3
58,51,4
58,40,1
58,62,1
58,71,5
58,63,2
58,86,4
58,46,2
58,45,2
58,21,1
58,8,3
58,7,1
58,57,4
58,54,1
58,53,3
58,58,2
58,33,3
58,73,2
58,12,1
58,15,2
58,30,4
58,75,2
58,48,2
58,22,2
58,92,2
58,0,2
58,19,1
59,77,2
59,82,2
59,17,3
59,36,3
59,88,4
59,64,3
59,83,5
59,43,4
59,30,1
59,13,3
59,48,2
59,18,3
59,6,4
59,9,1
59,10,3
60,25,3
60,47,4
60,26,1
60,36,1
60,73,3
60,0,5
60,42,3
60,56,2
60,33,4
60,53,1
60,80,2
60,45,5
60,84,4
60,10,2
60,78,2
60,65,2
60,76,2
60,88,2
60,9,5
60,28,4
60,31,1
60,40,1
60,35,1
60,6,1
60,34,4
60,57,1
60,29,2
60,17,3
60,22,5
60,27,1
60,11,3
60,23,2
60,81,2
61,9,2
61,58,1
61,64,1
61,40,2
61,17,4
61,77,4
61,22,1
61,49,3
61,33,3
61,0,4
61,45,2
61,65,4
61,66,1
61,4,2
61,11,1
61,91,4
61,5,2
61,32,4
61,23,1
61,18,2
61,29,3
61,87,5
61,27,3
61,81,1
61,1,3
62,15,2
62,22,1
62,61,4
62,6,3
62,59,3
62,38,2
62,32,2
62,74,4
62,0,3
62,12,1
62,58,1
62,80,4
62,56,4
62,48,4
62,40,2
62,28,3
62,1,5
62,78,4
62,24,3
62,35,5
63,76,3
63,66,3
63,31,4
63,56,4
63,60,5
63,27,2
63,8,5
63,72,2
63,24,4
63,5,3
63,42,3
63,69,3
63,11,1
63,70,1
63,41,4
63,49,3
63,36,5
63,85,5
63,82,4
63,63,4
63,71,2
63,21,4
63,47,5
63,30,4
63,39,1
63,62,1
63,40,3
63,17,1
63,80,5
63,50,2
63,67,5
63,9,2
63,10,5
63,78,5
63,18,4
63,26,4
64,55,3
64,59,3
64,83,4
64,1,4
64,20,4
64,67,4
64,69,1
64,42,4
64,60,2
64,32,4
64,18,3
64,11,2
64,36,3
64,21,1
64,40,2
64,5,5
64,75,2
64,53,3
64,70,1
64,50,1
64,8,4
64,39,2
64,88,5
64,45,4
64,77,5
64,68,2
64,66,3
64,29,2
64,34,5
65,58,2
65,53,2
65,44,3
65,81,2
65,69,4
65,32,3
65,0,4
65,70,5
65,67,1
65,25,4
65,72,2
65,3,3
65,77,3
65,60,1
65,14,5
65,23,2
65,47,4
65,15,2
65,88,4
65,21,5
65,19,3
65,17,2
65,9,4
65,61,2
65,40,5
65,55,5
65,79,2
65,41,4
65,65,1
65,76,2
65,71,1
65,92,4
65,39,3
65,78,5
65,64,3
65,66,3
65,37,1
65,49,4
65,50,5
65,75,1
65,38,1
65,13,2
65,87,3
65,22,3
66,46,5
66,54,2
66,69,4
66,60,1
66,43,4
66,62,1
66,52,1
66,22,2
66,56,4
66,77,5
66,26,5
66,63,4
66,86,5
66,9,4
66,58,1
66,27,4
66,21,4
66,57,3
66,4,2
66,51,1
66,61,5
66,42,2
66,89,1
66,37,4
67,0,3
67,36,2
67,57,1
67,69,1
67,38,5
67,13,4
67,5,4
67,54,1
67,88,2
67,74,2
67,24,3
67,6,4
67,49,3
67,28,2
67,68,2
67,17,5
67,30,4
67,10,3
67,60,3
67,22,1
67,27,1
67,41,2
67,4,1
67,45,1
67,42,3
67,90,5
67,3,3
67,55,4
67,1,2
67,29,2
67,53,2
67,56,4
67,9,5
67,7,5
67,89,3
67,46,3
67,71,4
67,33,3
67,18,3
67,25,3
67,65,1
67,82,5
67,51,2
67,37,2
67,73,1
67,77,3
67,58,4
67,20,4
67,76,2
67,26,1
68,82,2
68,19,3
68,28,5
68,69,4
68,11,5
68,87,2
68,61,5
68,27,4
68,44,4
68,91,5
68,22,2
68,46,5
68,2,5
68,43,3
68,37,1
68,29,5
68,60,2
68,21,3
68,0,5
68,45,5
68,32,4
68,35,5
68,41,3
68,33,1
68,51,5
68,65,1
69,45,5
69,46,4
69,72,2
69,16,1
69,50,1
69,84,4
69,90,3
69,12,5
69,8,3
69,11,5
69,67,4
69,66,3
69,49,3
69,25,1
69,10,5
69,17,3
69,28,5
69,24,2
69,20,3
69,88,2
69,30,5
69,44,5
69,18,3
69,81,1
69,64,5
69,4,4
69,70,5
69,43,1
70,14,5
70,78,5
70,17,3
70,58,5
70,12,1
70,52,2
70,36,4
70,8,3
70,25,1
70,59,3
70,0,2
70,23,5
70,66,3
70,85,5
70,4,3
70,47,1
70,53,4
70,46,4
70,64,3
70,41,3
70,32,2
71,27,4
71,22,4
71,86,1
71,69,1
71,35,3
71,36,3
71,46,1
71,31,2
71,12,4
71,52,4
71,83,2
71,33,1
71,57,3
71,3,1
71,80,4
71,74,1
71,43,2
71,65,4
71,29,4
71,47,2
71,26,4
71,54,1
71,42,2
71,61,5
71,9,3
71,10,2
71,30,2
72,57,4
72,20,2
72,63,1
72,81,2
73,27,5
73,64,1
73,3,1
73,88,4
73,37,5
73,59,1
73,45,3
73,85,3
73,22,3
73,80,4
73,36,3
73,35,2
74,3,1
74,69,3
74,47,4
74,44,2
74,90,4
74,14,5
74,87,1
74,78,5
74,35,1
74,33,3
74,66,2
74,1,3
74,56,4
74,26,2
74,49,2
74,31,1
74,19,3
74,22,1
75,37,1
75,53,2
75,23,4
75,81,5
75,18,2
75,87,2
75,70,3
75,72,3
75,43,3
75,63,2
75,25,1
75,90,4
75,21,5
75,15,1
75,41,5
75,0,1
75,56,2
75,38,5
75,85,3
75,13,5
75,67,3
75,59,4
75,42,1
75,83,5
75,11,1
75,24,4
76,87,1
76,16,3
76,59,4
76,0,5
76,5,2
76,58,4
76,63,5
76,46,2
76,30,4
76,19,2
76,69,3
76,92,4
76,85,2
76,71,3
76,32,3
76,38,4
76,77,1
76,28,3
76,1,3
76,80,3
76,6,4
76,84,1
77,1,4
77,84,5
77,3,5
77,73,2
77,31,2
77,19,5
77,48,4
77,82,1
77,24,2
77,64,5
77,39,2
77,76,2
77,43,4
77,80,5
77,6,3
77,36,2
77,52,1
77,77,2
77,8,2
77,38,3
77,65,4
77,26,1
77,55,2
77,0,1
77,69,5
77,40,5
77,62,4
77,74,3
77,85,3
77,14,2
77,54,3
77,70,5
77,28,1
77,83,5
77,46,4
77,59,5
77,16,2
77,27,2
77,9,4
77,44,2
77,58,2
77,50,3
77,68,2
78,50,3
78,73,1
78,21,4
78,15,1
78,7,3
78,26,4
78,66,4
78,17,3
78,63,5
78,13,3
78,79,1
78,84,2
78,53,4
78,67,4
78,11,2
78,42,5
78,59,4
78,78,3
78,36,2
78,14,4
78,29,2
78,24,1
78,0,5
78,60,5
78,25,2
78,91,2
78,31,4
78,83,1
78,86,4
78,16,3
78,27,3
78,46,3
78,87,4
78,39,5
78,68,2
79,79,4
79,27,3
79,81,1
79,29,1
79,89,3
79,24,3
79,16,2
79,45,3
79,80,4
79,9,1
79,72,2
79,71,5
79,1,2
79,48,1
79,60,5
79,92,2
79,11,1
79,10,5
79,70,4
79,52,2
79,63,1
79,87,1
79,68,1
79,21,4
79,74,1
79,58,1
79,28,5
79,18,5
79,78,5
79,25,5
79,0,5
79,83,4
79,56,3
79,82,2
79,4,3
79,91,4
79,55,3
79,37,1
79,85,4
79,47,2
79,39,4
79,67,4
79,32,5
79,41,4
79,64,4
79,7,3
79,84,5
79,49,2
79,40,1
80,88,3
80,19,5
80,38,2
80,36,5
80,80,3
80,52,4
80,71,3
80,29,2
80,83,2
80,9,3
80,84,3
80,5,5
80,61,1
80,76,2
80,7,1
80,12,4
80,91,2
80,2,4
80,70,2
80,35,5
80,57,3
80,87,5
80,85,3
80,53,1
80,8,2
80,22,5
80,6,1
81,56,4
81,82,5
81,26,4
81,28,1
82,91,5
82,49,3
82,83,2
82,33,2
82,57,5
82,7,3
82,4,4
82,10,5
82,2,2
82,72,2
82,45,2
82,14,4
82,87,5
82,46,4
82,75,1
82,32,1
82,82,1
82,84,2
82,38,4
82,55,4
82,68,1
82,40,5
82,34,2
82,66,4
82,62,1
82,67,2
82,0,1
82,24,4
82,59,4
82,56,3
82,79,1
82,11,2
82,65,3
82,39,2
82,29,4
82,16,4
82,35,3
82,26,4
82,44,2
82,78,5
82,37,5
82,88,2
82,69,1
82,54,1
82,18,5
82,90,4
82,23,3
82,85,4
82,41,3
82,31,5
82,25,1
82,42,4
82,1,2
82,5,1
82,52,4
82,47,3
83,23,3
83,70,3
83,4,3
83,57,4
83,40,5
83,61,1
83,88,1
83,49,2
83,3,3
83,59,2
83,30,3
83,34,2
83,53,3
83,17,5
83,68,3
83,16,3
83,75,1
83,62,3
83,60,3
83,82,5
83,50,4
83,1,3
83,39,4
83,86,1
83,63,3
83,78,1
83,51,5
83,66,2
83,76,2
83,91,4
83,89,2
83,19,2
83,6,3
83,12,1
83,85,1
83,14,2
83,58,4
83,87,4
83,92,1
83,74,1
83,27,4
83,64,3
83,22,5
83,37,5
83,81,1
83,80,2
84,88,3
84,40,2
84,39,3
84,62,1
84,50,3
84,45,5
84,17,3
84,56,5
84,84,1
84,33,1
84,69,4
84,3,3
84,64,2
84,90,3
84,60,2
84,57,4
84,41,4
84,79,4
84,0,3
84,16,5
84,87,5
84,31,2
84,12,2
84,53,1
84,46,4
84,72,1
84,42,1
84,21,3
84,76,4
84,19,4
84,85,5
84,61,5
84,37,1
84,32,4
84,67,2
84,36,4
84,28,2
84,82,5
84,34,1
84,75,4
84,1,4
84,63,1
84,59,5
84,47,1
84,20,3
84,55,5
84,92,1
84,91,1
84,38,5
84,86,1
85,4,2
85,13,4
85,38,5
86,64,2
86,32,2
86,69,2
86,90,2
86,5,3
86,20,4
86,63,4
86,17,1
86,21,2
86,31,2
86,26,1
86,53,2
86,16,5
86,72,4
86,73,5
86,27,4
86,4,5
86,12,5
86,91,1
86,68,2
86,44,4
86,60,5
86,54,3
86,55,2
86,19,4
86,35,3
86,34,1
86,76,5
86,24,2
86,80,1
86,29,1
86,22,5
86,18,2
86,0,1
86,51,3
86,84,3
86,56,3
86,37,2
86,61,4
86,81,1
86,50,2
87,86,3
88,92,2
88,45,4
88,82,1
89,77,5
89,15,5
89,88,4
89,43,3
89,37,2
90,64,4
91,16,5
91,35,4
91,32,3
91,34,3
91,18,4
91,76,5
91,75,2
91,27,4
92,2,4
92,34,4
92,89,5
92,42,3
92,40,4
92,45,5
92,31,2
92,5,1
92,51,3
92,26,4
92,86,1
92,35,3
92,32,5
92,69,2
92,84,1
92,52,1
92,79,1
92,88,5
92,19,4
92,56,2
92,66,1
92,12,3
92,11,1
92,54,3
92,63,2
92,50,5
92,21,2
92,74,2
92,6,3
92,53,2
92,9,3
92,87,1
92,81,5
92,85,2
92,92,2
92,72,1
92,36,1
92,33,5
93,4,1
93,7,1
93,27,3
93,73,4
93,31,5
93,32,4
93,54,4
93,38,2
93,81,1
93,35,4
93,47,5
93,91,4
93,79,1
93,92,3
93,37,1
94,87,2
94,74,2
94,89,3
94,22,1
94,0,4
94,40,3
94,25,4
94,5,3
94,69,4
94,82,4
94,78,2
94,91,5
94,43,3
94,6,3
94,66,2
94,70,4
94,42,2
94,37,5
94,35,5
94,23,5
94,77,4
94,45,4
94,83,1
94,8,1
94,51,1
94,27,3
94,53,2
95,71,2
95,59,4
95,86,2
95,40,2
95,56,4
95,33,4
95,51,3
95,91,5
95,92,2
95,15,2
