USER_ID,TOP 1 EVENT_ID,TOP 1 RATING,TOP 2 EVENT_ID,TOP 2 RATING,TOP 3 EVENT_ID,TOP 3 RATING,TOP 4 EVENT_ID,TOP 4 RATING,TOP 5 EVENT_ID,TOP 5 RATING
7833,44,0.6716634631156921,26,0.6298984885215759,15,0.6270056962966919,68,0.5573831796646118,55,0.5377969741821289
7993,48,0.8308492302894592,57,0.8289786577224731,63,0.8286029696464539,60,0.80751633644104,45,0.8068896532058716
3794,89,0.7857654094696045,3,0.7608808279037476,38,0.7215933799743652,88,0.7156911492347717,15,0.6982836723327637
6654,26,0.8064428567886353,69,0.7808824777603149,20,0.7797568440437317,27,0.7362861037254333,29,0.7318355441093445
7554,0,0.861109733581543,69,0.8441258072853088,82,0.840306282043457,10,0.83390212059021,90,0.8302145600318909
7754,29,0.9018287062644958,53,0.8602107763290405,5,0.8463119864463806,20,0.7987608313560486,24,0.7942002415657043
1645,51,0.8684983849525452,81,0.8083500862121582,10,0.7959191799163818,33,0.788112998008728,76,0.7793753743171692
3175,57,0.7290874123573303,53,0.7227226495742798,29,0.6984285116195679,59,0.6747293472290039,5,0.6518520712852478
4935,27,0.8212280869483948,29,0.7652117013931274,16,0.7156649827957153,2,0.7130556106567383,62,0.6846222281455994
9465,33,0.8783562779426575,39,0.8654265403747559,84,0.8115255832672119,7,0.8054955005645752,76,0.8013514876365662
496,59,0.5201476216316223,26,0.5084298849105835,32,0.5000429153442383,37,0.47676143050193787,44,0.458432137966156
2366,30,0.9236153960227966,21,0.8514334559440613,35,0.7710968255996704,51,0.7464748620986938,49,0.7357970476150513
2866,27,0.95108962059021,49,0.8972963094711304,21,0.8836714625358582,30,0.8347780108451843,55,0.8123757243156433
5156,46,0.7694240212440491,0,0.7595995664596558,57,0.7493157982826233,56,0.74471515417099,11,0.7433426380157471
6336,15,0.9461967945098877,77,0.9367726445198059,38,0.859013557434082,89,0.8528003692626953,86,0.8418408036231995
6466,88,0.9478102922439575,0,0.8987787961959839,48,0.8615742921829224,80,0.8533952236175537,9,0.8214878439903259
8086,43,0.5808141827583313,67,0.5619392395019531,19,0.5515787601470947,62,0.5375032424926758,74,0.5306172370910645
9376,79,0.7769734263420105,52,0.7544924020767212,14,0.7456204891204834,72,0.740290105342865,19,0.7400603294372559
3997,58,0.78281569480896,42,0.7608324289321899,82,0.7607417702674866,57,0.7593804597854614,16,0.7590600252151489
6357,30,0.8027180433273315,81,0.7954206466674805,49,0.7727422714233398,54,0.7679958939552307,35,0.7591519951820374
6397,81,0.9659175276756287,64,0.8616327047348022,10,0.7972677946090698,51,0.7808228731155396,49,0.7279696464538574
9427,46,0.9297693967819214,92,0.9215981960296631,0,0.9016467332839966,73,0.8926512598991394,53,0.890598475933075
148,3,0.8630691170692444,34,0.7818361520767212,22,0.7399864196777344,63,0.7398946285247803,41,0.6987550258636475
1088,48,0.8834879994392395,7,0.7695180177688599,80,0.7455336451530457,64,0.6340354681015015,12,0.6182383298873901
1238,2,0.8752917647361755,56,0.8552834987640381,92,0.82435142993927,20,0.822361171245575,11,0.8092042803764343
3918,33,0.8646665811538696,44,0.8456921577453613,39,0.8386711478233337,25,0.7841917276382446,51,0.7701399326324463
4818,69,0.8904898762702942,29,0.796450138092041,64,0.7898868918418884,67,0.7399972677230835,82,0.7374663949012756
5518,19,0.3515484035015106,67,0.34658142924308777,79,0.3308657705783844,58,0.32401078939437866,65,0.31897416710853577
6658,30,0.3877418637275696,87,0.37576037645339966,35,0.3478787839412689,23,0.25378525257110596,54,0.2524831295013428
1829,2,0.8728839159011841,22,0.8672652244567871,27,0.8619187474250793,53,0.8538973331451416,16,0.849703311920166
1959,64,0.901714563369751,80,0.9005060195922852,68,0.8971652984619141,13,0.883143961429596,23,0.8649422526359558
2659,6,0.8687687516212463,57,0.8388161659240723,48,0.8207847476005554,5,0.8057822585105896,1,0.7980811595916748
3749,57,0.9442870020866394,6,0.8834254741668701,38,0.867141604423523,56,0.8652573823928833,48,0.8474406003952026
4519,59,0.1866699904203415,37,0.14329968392848969,53,0.12245288491249084,9,0.11732880771160126,0,0.11644870042800903
8389,39,0.8823249340057373,52,0.7993974685668945,31,0.7329145669937134,41,0.728307843208313,63,0.6970738768577576
540,85,0.8048123717308044,8,0.7531750202178955,39,0.7227312922477722,56,0.7208377122879028,25,0.6947799921035767
1460,37,0.247231125831604,55,0.23611733317375183,35,0.23545870184898376,50,0.2292759269475937,42,0.2272743582725525
1990,21,0.9221989512443542,14,0.916779637336731,71,0.9145185947418213,35,0.8920745849609375,47,0.8863257169723511
2580,22,0.7614254951477051,13,0.7402330636978149,35,0.7193489074707031,4,0.7155610918998718,41,0.700100839138031
4190,89,0.9362661242485046,15,0.9351867437362671,14,0.9141013622283936,77,0.9008728265762329,83,0.8787143230438232
1721,26,0.6097041964530945,29,0.5377982258796692,55,0.5374152064323425,27,0.5002941489219666,49,0.4957221448421478
2811,76,0.36449703574180603,29,0.32847535610198975,20,0.3273716866970062,1,0.3092667758464813,69,0.3038528263568878
4161,87,0.7796836495399475,16,0.7196197509765625,70,0.71403968334198,52,0.6946253776550293,77,0.6891144514083862
392,53,0.8993769884109497,0,0.8899877071380615,75,0.8663474321365356,92,0.8626065254211426,51,0.8622515797615051
1522,35,0.8883134126663208,30,0.8770778179168701,87,0.8576709628105164,23,0.8122349977493286,54,0.7976503372192383
8932,25,0.286457896232605,44,0.2250737100839615,83,0.18115168809890747,51,0.18039323389530182,8,0.17746111750602722
9182,88,0.527277946472168,9,0.5104632377624512,22,0.4850671887397766,54,0.4762290120124817,57,0.46518391370773315
243,1,0.812045693397522,84,0.7993137240409851,7,0.7682559490203857,76,0.7609871029853821,28,0.7382901310920715
623,87,0.8221326470375061,52,0.6661985516548157,17,0.6386554837226868,34,0.6381506323814392,81,0.6350510716438293
1483,2,0.5875998139381409,52,0.5648732781410217,87,0.5508610010147095,31,0.5270261168479919,16,0.499393105506897
2563,60,0.9805428981781006,0,0.9697048664093018,8,0.9210554361343384,47,0.9108129739761353,46,0.8893488645553589
6393,39,0.8808274865150452,33,0.839603066444397,24,0.7425300478935242,75,0.7009509801864624,76,0.6873687505722046
6623,40,0.9700087308883667,12,0.9677276611328125,6,0.9475516676902771,46,0.9358781576156616,92,0.9281591773033142
6773,67,1.0398390293121338,8,0.902004599571228,4,0.8849496245384216,28,0.8616820573806763,29,0.8542690277099609
8803,40,0.7122636437416077,73,0.6616595983505249,12,0.6606786251068115,38,0.6374366879463196,6,0.5910470485687256
1084,67,0.8462295532226562,32,0.8102997541427612,69,0.8067106604576111,8,0.7829145193099976,20,0.7715433835983276
5614,34,0.6696722507476807,64,0.6554573178291321,23,0.6474415063858032,54,0.6249560713768005,33,0.6181527972221375
9564,88,1.0132124423980713,43,1.0129204988479614,0,0.9456619620323181,42,0.941501796245575,38,0.9181123375892639
1025,25,0.7315603494644165,51,0.7139025926589966,44,0.709270715713501,47,0.6223095655441284,8,0.6095533967018127
1395,38,0.6837724447250366,73,0.6421297192573547,80,0.632171630859375,88,0.5818554162979126,43,0.5661076903343201
2235,92,0.8395648002624512,46,0.7473793029785156,47,0.7354117035865784,31,0.6971411108970642,11,0.6966245174407959
3475,35,0.7828129529953003,26,0.7793806791305542,31,0.7470834851264954,89,0.7328087091445923,91,0.7021576166152954
8105,66,0.750680148601532,33,0.731683075428009,44,0.6744661331176758,51,0.649821400642395,39,0.6441165208816528
1896,87,0.8917609453201294,84,0.8626182675361633,70,0.8125655651092529,62,0.7776964902877808,74,0.7716320753097534
3226,0,0.5573383569717407,29,0.520976722240448,42,0.5031603574752808,59,0.4961242079734802,5,0.486867755651474
737,81,0.8519479036331177,29,0.7677419185638428,17,0.7186790108680725,64,0.7165932059288025,27,0.7131644487380981
897,20,0.8415724039077759,24,0.7962652444839478,37,0.7663450241088867,63,0.7540565133094788,3,0.7170199155807495
1127,80,0.6786251068115234,48,0.6754646301269531,64,0.6084955930709839,34,0.6076847910881042,23,0.5957035422325134
1507,12,0.8122920989990234,31,0.7070966958999634,73,0.6955282688140869,48,0.6615753173828125,54,0.6506179571151733
2387,12,0.31427326798439026,31,0.28770947456359863,52,0.21814298629760742,75,0.2153310328722,39,0.19923673570156097
7417,58,0.8135942220687866,42,0.7872127890586853,60,0.7744507193565369,14,0.7503737807273865,79,0.7275904417037964
858,1,0.8327093720436096,29,0.8212751746177673,7,0.7721104025840759,84,0.7610632181167603,76,0.7510989904403687
3698,81,0.8409766554832458,31,0.7524295449256897,52,0.7042614817619324,12,0.7011326551437378,17,0.6738398671150208
4158,85,0.8847541809082031,70,0.8798574805259705,41,0.8660140633583069,39,0.8004418611526489,2,0.7757667899131775
8928,44,0.56206214427948,19,0.5189924240112305,86,0.5113261938095093,67,0.5022833347320557,69,0.4957476854324341
2999,91,0.9431516528129578,32,0.8156554698944092,75,0.8123385310173035,18,0.8029128313064575,41,0.7895060181617737
3179,2,0.9044094085693359,78,0.855063259601593,16,0.8532823324203491,7,0.8500683903694153,56,0.8475785851478577
4219,92,0.7893226146697998,39,0.769983172416687,12,0.7598169445991516,40,0.7592071294784546,75,0.7267534136772156
4929,81,0.9050062298774719,64,0.8835400342941284,29,0.8669129610061646,37,0.8530982732772827,45,0.8461125493049622
9879,74,0.7359113097190857,7,0.7354441285133362,87,0.7294577360153198,48,0.7157250642776489,84,0.6980881094932556
1270,80,1.0618016719818115,23,0.9282119274139404,3,0.9262966513633728,34,0.8729954957962036,38,0.8641964197158813
1650,33,0.9063864946365356,7,0.8487873077392578,76,0.8360792398452759,90,0.8190703392028809,39,0.8146836161613464
3000,72,0.8684302568435669,67,0.8453958630561829,8,0.8285361528396606,3,0.8271556496620178,68,0.825815737247467
7850,2,0.7249468564987183,44,0.6986522674560547,26,0.6856676936149597,25,0.673765242099762,82,0.6153090000152588
31,41,0.22993488609790802,91,0.16779819130897522,63,0.13964828848838806,85,0.12378805875778198,17,0.11744190007448196
2711,81,0.8553841710090637,87,0.8511714935302734,61,0.8291126489639282,54,0.8151447772979736,35,0.7910799980163574
2821,1,0.5864075422286987,69,0.5836722254753113,78,0.5827508568763733,5,0.5739023089408875,88,0.5698890686035156
3761,9,0.976632833480835,22,0.9199434518814087,53,0.9117001295089722,59,0.8942927718162537,88,0.8764743804931641
4391,0,0.48105788230895996,46,0.2665645480155945,53,0.26010435819625854,67,0.24156326055526733,73,0.23233088850975037
5071,55,0.8783227205276489,21,0.8408901691436768,58,0.8398146629333496,70,0.7945337891578674,62,0.7801414728164673
7281,22,0.8152456283569336,9,0.7229305505752563,37,0.6903128623962402,61,0.6823180913925171,13,0.6557405591011047
1322,26,0.9633339047431946,44,0.959591805934906,27,0.8947848677635193,30,0.8650075197219849,15,0.8293603658676147
1352,75,0.7760096788406372,51,0.7742984294891357,24,0.6655871868133545,90,0.6211113929748535,49,0.6030299663543701
2572,64,0.5774152874946594,84,0.5529688000679016,34,0.5395575165748596,87,0.505679190158844,23,0.5026347041130066
3352,41,0.7605677843093872,3,0.7051650881767273,91,0.6811199188232422,26,0.6256191730499268,55,0.6211031079292297
6482,49,0.8587544560432434,50,0.7948025465011597,51,0.7884377241134644,0,0.7321159839630127,21,0.7152119874954224
6622,64,0.9797523021697998,26,0.9723289012908936,79,0.9521554112434387,67,0.9402398467063904,32,0.9352387189865112
8222,30,0.9625121355056763,35,0.8317879438400269,42,0.8303601741790771,50,0.7539964914321899,16,0.7330130338668823
9162,41,0.7537100315093994,47,0.6795627474784851,52,0.6790806651115417,79,0.655337929725647,31,0.6202458739280701
1143,29,0.8161998987197876,41,0.7360671162605286,70,0.7284199595451355,28,0.7259977459907532,55,0.7145825624465942
1303,19,0.7577157616615295,80,0.744053840637207,10,0.7349242568016052,48,0.722113847732544,6,0.6880075931549072
1903,38,0.7442664504051208,80,0.6594728827476501,88,0.6577541828155518,40,0.6563212871551514,43,0.6437144875526428
2393,3,0.9121962785720825,89,0.8028175234794617,91,0.798661470413208,15,0.776046633720398,77,0.7579563856124878
3213,52,0.7123005986213684,31,0.6737638711929321,41,0.6209826469421387,35,0.5361942052841187,17,0.5305868983268738
5173,51,0.8195717334747314,75,0.7169097065925598,12,0.6093682050704956,39,0.589433491230011,33,0.5716610550880432
9383,31,0.7948298454284668,12,0.7882195115089417,52,0.6779390573501587,81,0.6689384579658508,48,0.6148397326469421
3704,14,0.9591634273529053,58,0.9187533855438232,21,0.9082740545272827,71,0.9006286859512329,60,0.8382629752159119
5984,46,0.1498221457004547,0,0.1371993124485016,92,0.13072142004966736,11,0.12127287685871124,53,0.10693962872028351
8924,76,0.9382709264755249,7,0.906794548034668,29,0.8855782747268677,1,0.8839234709739685,24,0.882889986038208
9454,73,0.4257642328739166,0,0.38087040185928345,88,0.3460419178009033,90,0.33601629734039307,38,0.32039207220077515
5345,10,0.5117474794387817,1,0.4575318992137909,88,0.4532983899116516,57,0.4455621540546417,5,0.44529101252555847
6825,11,0.9163026809692383,53,0.9068880081176758,9,0.8200617432594299,92,0.803827166557312,75,0.8008104562759399
516,42,0.8421335220336914,50,0.7359519600868225,21,0.7353892922401428,30,0.7097234129905701,43,0.7083654403686523
2776,67,0.9772167205810547,8,0.9201237559318542,20,0.9064421653747559,29,0.8809366822242737,56,0.8746577501296997
2996,2,0.8965889811515808,92,0.8046553730964661,39,0.7929112911224365,11,0.7885211706161499,47,0.7761249542236328
6266,40,0.7067147493362427,84,0.6858642101287842,38,0.6673249006271362,23,0.6663978099822998,87,0.6639438271522522
5117,60,0.9568643569946289,67,0.8039323091506958,71,0.7890186309814453,51,0.7694311141967773,58,0.7626787424087524
5287,6,0.8687273263931274,51,0.8555951714515686,10,0.840024471282959,71,0.8399419784545898,60,0.8342692852020264
7387,74,0.8716590404510498,62,0.8555169701576233,22,0.7904713153839111,55,0.7868111729621887,27,0.7798128128051758
8257,33,0.5516873598098755,44,0.5506554245948792,39,0.5100069046020508,75,0.5077700018882751,15,0.47452467679977417
8407,31,0.9331494569778442,81,0.8733077049255371,52,0.8259300589561462,12,0.7575556039810181,2,0.756330132484436
9517,18,0.9390208125114441,47,0.9102694392204285,50,0.9026278257369995,72,0.8988329768180847,79,0.8924306631088257
1618,8,0.3244759440422058,67,0.27926337718963623,28,0.2552396357059479,79,0.23058311641216278,85,0.2262936234474182
3488,40,0.8772815465927124,43,0.8421876430511475,66,0.8103002905845642,58,0.8063535690307617,71,0.7963531613349915
9558,12,0.838259220123291,81,0.8245044946670532,39,0.8107414245605469,10,0.8066803216934204,51,0.7786312103271484
1139,27,0.8737875819206238,30,0.7569656372070312,44,0.6819166541099548,75,0.6794307827949524,26,0.6757477521896362
1339,88,0.8225009441375732,35,0.7755858898162842,43,0.6682993173599243,58,0.6396760940551758,50,0.6045386791229248
1699,48,0.8876333832740784,88,0.8655900955200195,23,0.8411163091659546,80,0.8113258481025696,6,0.7862576246261597
4489,41,0.9108666777610779,91,0.8979734778404236,3,0.7942247986793518,17,0.731105387210846,4,0.7115395069122314
6559,42,0.9306557178497314,0,0.9052579402923584,46,0.9035102128982544,50,0.9008385539054871,14,0.8971824049949646
7879,32,0.8891862034797668,37,0.8827298879623413,50,0.8507986664772034,13,0.8342238664627075,49,0.81996750831604
580,59,0.945157527923584,22,0.8613027930259705,89,0.8341949582099915,88,0.8330543041229248,43,0.8192774057388306
3220,60,0.4582277536392212,47,0.29133665561676025,51,0.2614510953426361,71,0.25426533818244934,58,0.24758902192115784
3490,30,0.4902544319629669,35,0.4883421063423157,21,0.478302001953125,71,0.4772602319717407,87,0.4630779027938843
7120,0,0.5017091631889343,90,0.4928131699562073,73,0.39538633823394775,69,0.3923780024051666,67,0.3545856773853302
7530,35,0.8786277174949646,80,0.8698676824569702,23,0.8564000725746155,88,0.840265154838562,71,0.826762318611145
7910,61,0.7567601203918457,17,0.686972439289093,22,0.6868371963500977,81,0.6619877815246582,9,0.638259768486023
8650,81,0.3836337924003601,10,0.35782772302627563,60,0.320901095867157,47,0.29273074865341187,52,0.29033389687538147
251,17,0.7973544001579285,47,0.7972328066825867,39,0.7830588817596436,51,0.7817946672439575,61,0.7760211825370789
451,38,0.9349189400672913,15,0.9028547406196594,73,0.8953689336776733,89,0.7734627723693848,86,0.7636419534683228
2231,73,0.7942039966583252,24,0.7766841053962708,27,0.7384299039840698,38,0.7313792705535889,3,0.7238048315048218
2721,79,0.9771963953971863,41,0.9260902404785156,72,0.9059232473373413,57,0.8965225219726562,8,0.8720238208770752
6361,51,0.7479636669158936,18,0.7442908883094788,12,0.7326112985610962,75,0.7053853273391724,47,0.7032375931739807
8911,39,0.5421003103256226,33,0.47665876150131226,87,0.42769894003868103,2,0.40779298543930054,84,0.38247498869895935
9071,0,0.8862160444259644,48,0.8361453413963318,90,0.8223726749420166,67,0.8117513060569763,18,0.8055896162986755
4042,0,0.9711436033248901,67,0.7898048758506775,5,0.7733710408210754,11,0.7702114582061768,57,0.7671858072280884
5482,41,0.3254246115684509,3,0.31016936898231506,65,0.29707032442092896,63,0.2964109182357788,91,0.2759743928909302
2443,62,0.8942761421203613,4,0.7801058292388916,70,0.7653936743736267,28,0.6944902539253235,84,0.6931038498878479
2923,84,0.8158254623413086,61,0.7255501747131348,21,0.7229388952255249,33,0.7220482230186462,49,0.720733642578125
8743,30,0.5835697650909424,35,0.5264830589294434,15,0.46277856826782227,89,0.4558674991130829,44,0.4372880458831787
1884,14,0.9661852121353149,47,0.9118248224258423,25,0.8536295890808105,15,0.8481169939041138,83,0.8394482731819153
4364,30,0.8731478452682495,75,0.8533554077148438,33,0.8141074776649475,27,0.8066070079803467,21,0.7995408773422241
4684,72,0.8860211968421936,63,0.8340732455253601,41,0.8208299875259399,65,0.8023238778114319,91,0.795325756072998
5074,56,0.690144419670105,2,0.6692900657653809,16,0.6650152802467346,57,0.6437191963195801,11,0.6380453705787659
7644,63,0.3826047480106354,41,0.37415626645088196,52,0.3030240535736084,22,0.30047810077667236,60,0.2997741997241974
85,4,0.33524468541145325,22,0.22656986117362976,62,0.20067797601222992,66,0.19936403632164001,85,0.18184813857078552
1265,26,0.6510665416717529,64,0.6391152739524841,20,0.6185271143913269,29,0.6039416790008545,63,0.6027301549911499
1975,31,0.7055162191390991,92,0.6715645790100098,75,0.6706792712211609,25,0.660124659538269,91,0.656053364276886
2025,67,0.897384524345398,19,0.8839129209518433,1,0.8832840919494629,76,0.8831759691238403,7,0.8646591305732727
2525,38,0.4420602023601532,73,0.35335803031921387,40,0.32250237464904785,89,0.3057192265987396,43,0.2860240638256073
5155,24,0.8607463836669922,11,0.8120954632759094,92,0.810807466506958,85,0.8067507743835449,4,0.7968288660049438
3796,30,0.6645984649658203,33,0.6645868420600891,61,0.6299083232879639,21,0.6207442879676819,87,0.6170116662979126
3876,22,0.43913447856903076,4,0.3714994192123413,29,0.36862730979919434,27,0.32985424995422363,59,0.29656562209129333
3986,81,0.6347748637199402,1,0.6194202303886414,10,0.6192338466644287,61,0.616226315498352,57,0.6109305024147034
4186,24,0.9597862362861633,75,0.843177080154419,3,0.8390328884124756,13,0.7983651161193848,73,0.7981629371643066
7066,54,0.856977105140686,73,0.784402072429657,12,0.7718455791473389,23,0.7528406977653503,30,0.7511694431304932
9946,32,0.5109091997146606,13,0.4723748564720154,49,0.4542067050933838,59,0.44224032759666443,37,0.43650567531585693
137,9,0.897674560546875,50,0.8588104844093323,35,0.8578323721885681,61,0.8534761071205139,30,0.8409677147865295
4937,0,0.8989110589027405,67,0.8039854764938354,8,0.7707104682922363,79,0.6712373495101929,60,0.6556622982025146
6597,62,0.8456721901893616,4,0.8152498602867126,27,0.8006322383880615,49,0.7746442556381226,55,0.7731760144233704
808,87,0.7233858108520508,88,0.7005031108856201,30,0.6985421180725098,16,0.6891155242919922,38,0.6788594126701355
2748,24,0.8694854974746704,34,0.8284514546394348,4,0.8267783522605896,13,0.8249942064285278,22,0.7982918620109558
3098,31,0.8476650714874268,10,0.8049603700637817,52,0.8010120391845703,12,0.7999891638755798,81,0.7956527471542358
4078,2,0.7995892763137817,87,0.7949827909469604,16,0.7889953255653381,30,0.7559674978256226,27,0.7325152158737183
5308,31,0.7297487854957581,72,0.7247990965843201,56,0.7056645750999451,52,0.7035706043243408,83,0.693297803401947
6598,35,0.8573013544082642,88,0.8079716563224792,9,0.8072330951690674,50,0.7971973419189453,89,0.7866672277450562
7098,64,0.9083400964736938,35,0.8200567960739136,19,0.8116573095321655,58,0.809597909450531,55,0.7928069233894348
2259,43,0.7594208717346191,28,0.6290210485458374,1,0.6099066734313965,38,0.600921630859375,57,0.5947486162185669
3089,24,0.7780464887619019,73,0.6754058003425598,75,0.673285186290741,66,0.6666959524154663,92,0.6312867999076843
4239,71,0.8373201489448547,60,0.7746371030807495,68,0.7735947966575623,19,0.7614147067070007,80,0.7592572569847107
8109,7,0.8588699698448181,77,0.8567186594009399,63,0.77862948179245,76,0.7714221477508545,74,0.7540451288223267
9169,63,0.5305706262588501,22,0.4583527445793152,34,0.4513356685638428,62,0.44377458095550537,74,0.4190126657485962
4000,83,0.5327479243278503,72,0.5125601291656494,15,0.4753916561603546,0,0.46245110034942627,56,0.44545644521713257
5740,41,0.8761433959007263,17,0.8738977909088135,37,0.8584659695625305,81,0.8528112173080444,45,0.8494981527328491
6500,52,0.8831101655960083,31,0.8286566734313965,6,0.772820770740509,12,0.7604104280471802,40,0.7043021321296692
3561,29,0.6374958157539368,4,0.5738888382911682,49,0.5268706679344177,28,0.5202846527099609,5,0.5120366811752319
6301,57,0.7828369736671448,43,0.7718349099159241,88,0.75394207239151,56,0.7129966020584106,89,0.6978738307952881
7661,92,0.9596146941184998,40,0.9442670345306396,89,0.8942261934280396,91,0.8914297223091125,73,0.887742280960083
8211,14,0.9824705719947815,58,0.9520376324653625,42,0.8416755795478821,60,0.8152317404747009,79,0.7956945896148682
8501,27,0.8226579427719116,29,0.7165696024894714,33,0.697900652885437,49,0.6508398056030273,76,0.6333827972412109
2392,48,0.446860671043396,7,0.34754425287246704,31,0.3430930972099304,88,0.3329135775566101,52,0.3316221535205841
2622,46,0.5870495438575745,73,0.5788528323173523,0,0.5632856488227844,90,0.5478339195251465,10,0.5454400777816772
5682,35,0.39666181802749634,52,0.38383790850639343,15,0.3822636902332306,77,0.3442530930042267,89,0.34059423208236694
6962,52,0.9359431266784668,14,0.855572521686554,10,0.8184469938278198,87,0.8056542277336121,77,0.8023421764373779
7152,22,0.890544056892395,88,0.8733338117599487,9,0.835012674331665,43,0.8024874925613403,59,0.779848575592041
883,0,0.8048667907714844,32,0.6917579174041748,67,0.6589090824127197,8,0.6571047902107239,50,0.6171138882637024
1223,60,0.9500587582588196,61,0.923058271408081,84,0.9151591062545776,81,0.8881406784057617,51,0.8734255433082581
2833,16,0.691940188407898,55,0.6698400378227234,2,0.6479510068893433,41,0.6375126242637634,70,0.6227303147315979
3913,44,0.9140721559524536,69,0.8724268674850464,15,0.8560770750045776,26,0.8439865112304688,86,0.7831980586051941
4383,69,0.9057061672210693,33,0.8499981760978699,66,0.8089682459831238,42,0.8053574562072754,28,0.7257405519485474
5433,47,0.2765941619873047,60,0.2490253448486328,14,0.21923866868019104,79,0.20261342823505402,10,0.18458625674247742
5513,3,0.7376123070716858,24,0.7030205726623535,38,0.6773931384086609,92,0.6640810370445251,73,0.6612663865089417
7333,57,0.95081627368927,5,0.9487253427505493,11,0.9250392913818359,1,0.9035869836807251,28,0.8841054439544678
9153,11,0.8194757103919983,0,0.8132789731025696,51,0.7952508330345154,8,0.7910322546958923,85,0.7670271992683411
9403,80,0.6472448110580444,38,0.6337782740592957,43,0.6328448057174683,59,0.586798906326294,74,0.5846341252326965
2924,63,0.8672312498092651,76,0.8470718264579773,34,0.8049879670143127,70,0.791441023349762,62,0.7773174047470093
3834,1,0.8146365880966187,57,0.7782310843467712,76,0.7548410296440125,5,0.7474775314331055,67,0.7398977279663086
4294,21,0.814113974571228,30,0.7981477975845337,50,0.7760888338088989,49,0.7599940299987793,35,0.7426995635032654
6154,37,0.7877169847488403,32,0.71336829662323,49,0.7032448053359985,42,0.6898020505905151,29,0.6621164083480835
6934,3,0.7557796835899353,80,0.7552171349525452,75,0.7507714033126831,15,0.7350502610206604,24,0.7270968556404114
7324,71,0.8908865451812744,52,0.8671190142631531,12,0.8275843858718872,40,0.7703502178192139,80,0.7328758239746094
65,32,0.8591071367263794,21,0.8435462713241577,55,0.8291121125221252,50,0.8213340044021606,8,0.8067951798439026
2655,75,0.9115033149719238,44,0.8291757106781006,24,0.816926121711731,90,0.7600367069244385,51,0.7596942186355591
3425,22,0.9434789419174194,50,0.9037958383560181,9,0.8874624967575073,59,0.865616500377655,53,0.8621474504470825
5695,92,0.8206996321678162,75,0.7791858911514282,66,0.7054721117019653,91,0.7003133296966553,51,0.6949829459190369
8665,35,0.9267458915710449,10,0.9087476134300232,30,0.8459562659263611,87,0.8458054065704346,21,0.8053886890411377
9775,88,0.8161017894744873,87,0.7636830806732178,23,0.7008042931556702,80,0.6942648887634277,35,0.673850953578949
2096,43,0.8703117370605469,3,0.860468864440918,59,0.8411906957626343,62,0.8363342881202698,22,0.8301148414611816
2656,0,0.7050154805183411,73,0.6104829907417297,88,0.5929868221282959,80,0.5553438663482666,67,0.5532501935958862
